"submission #",keyphrase,confidence
123,"uncertainty constraint",80
123,"matrix factorization method",79
123,"sentence uncertainty",75
123,"cf uncertain model",63
123,"matrix factorization model",63
123,"multi layer perception",63
123,"neural collaborative filtering",63
123,"classification loss",60
123,"evaluation metric",60
123,"future association",60
123,"global information",60
123,"layer perception collaborative filtering",60
123,"test data",60
123,"jaccard coefficient",50
123,"local information",50
124,"word embedding",380
124,"precision ratio",165
124,"deep learning",150
124,"deep learning technology",142
124,"retrieval result",140
124,"academic context",130
124,"precise query",110
124,"recall ratio",80
124,"query expansion",75
124,"domain expert",70
124,"information retrieval",70
124,"information center chinese",63
124,"irrelevant literature",60
124,"semantic feature",60
124,"literature retrieval",50
124,"scientific literature",50
124,"anomaly detection algorithm",47
124,"enriched semantic feature",47
124,"low precision ratio",47
124,"low recall ratio",47
124,"query expansion technique",47
124,"academic database",40
124,"author keyword",40
124,"embedding space",40
124,"improve recall",40
124,"neural network",40
124,"science wuhan",40
124,"semantic relevance",40
124,"semantic space",40
124,"wuhan documentation",40
125,"multiple diagram navigation",95
125,"reciprocal link",85
125,"wikipedia hyperlink graph",63
125,"exploratory search",60
125,"selected item",60
125,"diagram element",50
125,"digital library",50
125,"energy spreading",50
125,"internal diagram",50
125,"received energy",50
125,"selecting dinka",50
125,"similarity rating",50
125,"non reciprocal link",47
125,"american civil war battle",40
125,"chocolate bar",40
125,"increasing order",40
125,"non increasing",40
125,"non reciprocal link conductance",40
125,"ranking algorithm",40
125,"send energy",40
125,"world language",40
127,"eye movement",255
127,"user interest",206
127,"oculomotor plant",162
127,"user interest modeling",126
127,"oculomotor plant feature",95
127,"user interest model",95
127,"user modeling",80
127,"interest modeling",70
127,"opf value",70
127,"implicit relevance feedback",63
127,"eye tracking",50
127,"user activity",50
127,"user model",50
127,"eye movement classification",47
127,"eye movement signal",47
127,"intelligent user interface",47
127,"saccade bounded opf",47
127,"existing interest modeling architecture",40
127,"gaze data",40
127,"human oculomotor plant feature",40
127,"oculomotor plant mathematical model",40
128,"sentiment analysis",100
128,"author confidence",80
128,"identifying author confidence",63
128,"computer science",60
128,"writing style",50
128,"medical frequency term",47
128,"open archives initiative",47
128,"biomedical article",40
128,"biomedical text",40
130,"mathematical formula",370
130,"gold standard",235
130,"mathematical format conversion",158
130,"content information",110
130,"tree edit distance",110
130,"textual context",100
130,"latex expression",90
130,"representation format",90
130,"content language",80
130,"presentation language",80
130,"riemann hypothesis",80
130,"computer algebra system",79
130,"mathematical expression tree",79
130,"mathematical symbol",70
130,"presentation mathml",70
130,"computer science",60
130,"content mathml",60
130,"content tree",60
130,"corrected tex",60
130,"expression tree",60
130,"mathematical content",60
130,"mathematical expression",60
130,"pom tagger",60
130,"mathematical concept",50
130,"mathml markup",50
130,"permissible output",50
130,"semantic annotation",50
130,"semantic information",50
130,"semantic latex",50
130,"wikidata item",50
131,"enumerated co citation",375
131,"citation graph",290
131,"citation function",276
131,"citation context",250
131,"functional component",240
131,"citation function label",221
131,"vector representation",190
131,"scientific paper",160
131,"function label",145
131,"enumerated co citation prediction",140
131,"paper representation",100
131,"context dependent similarity",95
131,"fasttext section functionality",95
131,"dimensional vector",80
131,"enumerated co citation context",80
131,"texa usa",80
131,"functional component information",79
131,"natural language processing",79
131,"distributed representation",70
131,"representation learning",66
131,"citation recommendation system",63
131,"co citation analysis",63
131,"learning multi vector",63
131,"multi vector representation",63
131,"learning representation",60
131,"word vector",60
131,"body text",50
131,"citation resolution",50
131,"paper vector",50
131,"random walk",50
132,"video viewer",90
132,"video based learning",79
132,"active viewing practice",63
132,"digital library",60
132,"british columbia",50
132,"video annotation",40
133,"community driven data curation system",162
133,"data review process",95
133,"contextual information",60
133,"deposit manager",50
133,"data curation",45
134,"mobile library",125
134,"text data",60
134,"user opinion",60
134,"mobile library user",47
134,"mobile library service quality",40
135,"wechat official account",126
135,"typical chinese academic library",80
135,"university library",60
136,"search result",100
136,"full text",90
136,"full text version",63
136,"academic document",60
136,"questionnaire survey",50
136,"unfamiliar field",50
136,"information retrieval system",47
136,"jp kyushu university",47
136,"research method",40
136,"research trend",40
137,"web server",120
137,"web archiving",80
137,"http page cache",79
137,"digital library",70
137,"load balancer",70
137,"page cache",50
137,"page cache server",47
137,"archiving process",40
137,"autoscaling group",40
137,"server performance",40
137,"zhiwu xie",40
138,"library special collection",47
139,"keyphrase extraction",130
139,"prior knowledge",120
139,"controlled vocabulary",110
139,"supervised learning algorithm",110
139,"prior probability",100
139,"keyphras candidate",50
139,"candidate keyphras",40
139,"keyphrase candidate",40
139,"optimal weight",40
139,"prior knowledge tf idf",40
140,"neural network",50
140,"self learning library",47
140,"analytical model",40
140,"sample rate",40
140,"vibration data",40
141,"narrative image",50
141,"image region",40
141,"narrative image annotation model",40
142,"digital collection",110
142,"digital library",80
142,"measuring reuse",70
142,"collecting use statistic",63
142,"reuse data",60
142,"cultural heritage organization",47
142,"digital object",40
143,"mobile reading",210
143,"reading behavior",147
143,"mobile reading behavior",142
143,"page reading duration",95
143,"reading session",70
143,"reading break duration",63
143,"hyper attention",60
143,"reading schedule",60
143,"professional book",50
143,"bib bib id",47
143,"long tail effect",47
143,"mobile reading environment",47
143,"page jumping record",47
143,"reading session duration",47
143,"type periodical number",47
143,"book genre",40
143,"fine reading behavior data",40
143,"power law",40
143,"user reading",40
144,"cross technology",140
144,"environmental protection industry",63
144,"information technology industry",63
144,"new energy industry",63
144,"high end equipment manufacturing",60
144,"material industry",50
144,"equipment manufacturing industry",47
144,"energy saving",40
144,"new energy vehicle industry",40
145,"rough co citation",285
145,"co citation clustering",174
145,"rough co citation relationship",80
145,"additional citing document",63
145,"citation clustering technique",63
145,"citation relationship",50
145,"distance matrix",50
145,"full text",50
145,"full text search",47
145,"similar citation context",47
145,"source document",40
146,"digital library search",79
146,"digital library",70
146,"sally jo cunningham",63
146,"word wrap problem",47
146,"david bainbridge",40
146,"full text",40
146,"stephen downie",40
147,"seed term",90
147,"seed concept",70
147,"semantic disambiguation",70
147,"digital library",50
147,"seeding strategy",50
147,"craig taube schock",47
147,"full semantic analysis",47
147,"loose semantic connection",47
147,"cic network",40
147,"david bainbridge",40
147,"seeding process",40
147,"semantic connection",40
147,"stephen downie",40
150,"page level",50
150,"digital library",40
150,"solr server",40
150,"spark framework",40
151,"smart library",410
151,"term smart library",79
151,"meta synthesis",60
151,"knowledge infrastructure",40
151,"text analysis",40
152,"human defined topic name topic",46
154,"digital library",140
154,"exact match",60
154,"identify surrogate",50
154,"slight variation",50
154,"open access surrogate",47
154,"near match",40
154,"open access surrogate resource",40
155,"integrated information system",79
155,"metadata policy",50
155,"library resource discovery",47
155,"copyright roadmap",40
155,"license agreement",40
155,"right metadata",40
156,"frequently used interaction tactic",80
156,"academic library user interaction",60
156,"interaction tactic",40
156,"video information retrieval system",40
157,"wikimedia project",90
157,"talk page",80
157,"collaborative infrastructure",60
157,"activity theory",50
157,"study used content analysis",40
158,"landing page",135
158,"relation type",70
158,"entry page uri",63
158,"landing page entry",63
158,"page entry page",63
158,"http uri landing page",60
158,"alamos national laboratory",47
158,"doi uri identifying",47
158,"http link header",47
158,"bibliographic resource",40
158,"link relation",40
158,"signposting concept",40
160,"web page",130
160,"warc file",110
160,"preserving web page",63
160,"web archives",60
160,"api key",40
160,"mat kelly",40
160,"running archivenow",40
160,"spacex falcon heavy everything",40
160,"web archiving",40
161,"custom element",140
161,"archival banner",90
161,"archival replay",62
161,"mat kelly",50
161,"sawood alam",50
161,"extensible archival replay banner",40
161,"provenance information",40
161,"user experience",40
161,"web archival replay system",40
162,"research paper",290
162,"paper recommender system",142
162,"research paper recommender",142
162,"learning material",130
162,"recommender system",120
162,"e book system",110
162,"recommended paper",70
162,"book system bookroll",47
162,"answer type",40
162,"institutional repository",40
162,"university student",40
163,"song lyric",140
163,"word embedding",100
163,"user interpretation",90
163,"word vector",90
163,"topic classification",50
163,"vector representation",50
163,"j stephen downie",47
163,"jin ha lee",47
163,"lyric topic classification",47
163,"topic classification task",47
163,"classification system",40
163,"user comment",40
164,"user satisfaction",230
164,"mobile library service",221
164,"service quality",200
164,"mobile service",110
164,"library service",95
164,"academic library",80
164,"mobile library",80
164,"resource quality",70
164,"environment quality",60
164,"interaction quality",60
164,"outcome quality",60
164,"sub dimension",50
164,"academic library user",47
164,"customer satisfaction index",47
164,"library service quality",47
164,"perceived service quality",47
164,"context awareness",40
164,"mobile network",40
164,"public library",40
165,"professional field",130
165,"fundamental data",80
165,"hotspot tracking model",79
165,"sci tech information",79
165,"tech information resource",79
165,"hot topic",50
165,"information resource",50
165,"candidate hotspot tij",47
165,"candidate potential hotspot",47
165,"feature word",40
165,"organization name",40
165,"potential hotspot",40
166,"web resource",130
166,"referenced resource",90
166,"link decoration",70
166,"robust link",60
166,"alamos national laboratory",47
166,"martin klein",40
166,"reference rot",40
166,"scholarly communication",40
166,"scholarly record",40
166,"web archives",40
167,"intelligence analysis",110
167,"digital library",80
167,"information science",80
167,"research librarian",80
167,"intelligence analysis service",79
167,"decision making",70
167,"research library",60
167,"information analysis",50
167,"knowledge management",50
167,"providing intelligence analysis",47
167,"knowledge discovery",40
167,"north texa",40
168,"digital library",120
168,"digital object",90
168,"triple store",60
168,"item content",50
168,"hathitrust research center",47
168,"rdf workset representation",47
168,"computational analysis",40
168,"intra item",40
168,"item metadata",40
168,"workset model",40
169,"research data",167
169,"research data service",126
169,"research data lifecycle",95
169,"research data management",79
169,"data lifecycle",70
169,"data management",70
169,"american academic library",63
169,"technical support rds",63
169,"academic library",50
169,"technical support",50
169,"content analysis",40
169,"data access",40
169,"data curation",40
169,"information architecture",40
170,"linked data",50
170,"maryland college park",47
170,"brown dog",40
170,"digital repository",40
170,"dra tic",40
170,"information study",40
171,"event description",80
171,"time range",80
171,"event class",50
171,"event category",40
171,"historical event",40
171,"ranking method",40
172,"experiment series",80
172,"explicit experiment model",79
172,"data management",70
172,"attribute attribute attribute",63
172,"digital medium lab university",60
172,"de digital medium lab",40
172,"experiment library",40
172,"explicit model",40
172,"material science",40
172,"system biology",40
173,"public understanding",160
173,"scientific text",120
173,"northern illinois university dekalb",80
173,"scientific literacy",70
173,"average word length",63
173,"civic scientific literacy",47
173,"random forest regressor",47
173,"regression model",40
174,"digital library",60
174,"graphical model",50
174,"topical impact",50
174,"beta distribution",40
174,"citation count",40
174,"topical prevalence",40
175,"machine learning",125
175,"digital library",120
175,"applied machine learning",63
175,"digital library system",63
175,"machine learning application",47
175,"natural language processing",47
177,"digital library",320
177,"mass scale digital library",100
177,"large scale digital library",80
177,"scale digital library",71
177,"hathitrust digital library",47
177,"hathitrust research center",47
177,"nebraska lincoln",40
178,"topic space",177
178,"topic space module",142
178,"space recommendation model",47
178,"topic space api",47
178,"topic space recommendation",47
178,"information system",40
178,"long tail",40
178,"search term",40
178,"undergraduate library",40
179,"digital library",315
179,"cultural heritage digital library",180
179,"cultural heritage",96
179,"methodological framework",70
179,"environmental scanning",50
179,"inuvialuit settlement region",47
179,"community member",40
179,"inuit community",40
180,"digital library",80
180,"digital library system",63
180,"smart digital library",63
180,"data infrastructure",60
180,"smart infrastructure",60
180,"infrastructure data",50
180,"complex adaptive system",47
180,"human centered community",47
180,"design thinking and visioning",40
180,"qualitative research",40
181,"computer science zhejiang",79
181,"visualization scheme",70
181,"chinese herbal medicine data",60
181,"main entity",60
181,"child entity",50
181,"entity relationship",50
181,"secondary entity",50
181,"university hangzhou",50
181,"visualization system",50
181,"paper node",40
182,"entity mixture",155
182,"entity mixture detection",110
182,"detecting entity mixture",63
182,"knowledge base",60
182,"hierarchical clustering",50
182,"occurrence vector",50
182,"mixed entity",40
183,"cloud service",285
183,"cloud computing",70
183,"maintaining cloud service",63
183,"deploying cloud service",47
183,"library staff",40
183,"serving patron",40
184,"cross language citation",221
184,"cross language",190
184,"language citation recommendation",126
184,"semi supervised random walk",100
184,"language citation",87
184,"supervised random walk algorithm",80
184,"citation relation",75
184,"cross language content",63
184,"citation recommendation",60
184,"machine translation",50
184,"publication representation",50
184,"citation representation fusion",47
184,"language citation relation",47
184,"content semantic",40
184,"cross language semantic matching",40
184,"digital library",40
184,"dimensional joint embedding space",40
184,"language semantic matching relation",40
184,"low dimensional joint embedding",40
184,"novel cross language citation",40
185,"semantic information",275
185,"mathematical expression",270
185,"computer algebra system",269
185,"andre greiner petter",174
185,"intelligent computer mathematics",110
185,"pom tagger",110
185,"mathematical formula",100
185,"computer science",90
185,"word processor",80
185,"master s thesis",79
185,"algebra system",75
185,"inverse hyperbolic",70
185,"sufficient semantic information",63
185,"digital library",60
185,"generic latex",60
185,"latex expression",60
185,"semantic latex",60
185,"semantic preserving bijective mapping",60
185,"syntax tree",60
185,"content mathml",50
185,"doctoral consortium",50
185,"doctoral research",50
185,"jacobi polynomial",50
185,"perform translation",50
185,"scientific paper",50
185,"search engine",50
185,"surrounding text",50
185,"translation tool",50
185,"visited feb",50
185,"pom tagger project",47
186,"news article",120
186,"main event",80
186,"article main event",63
187,"di erent start year",80
187,"start year",70
187,"next ve year",63
188,"news archives",110
188,"named entity",90
188,"temporal expression",90
188,"semantic aspect",60
188,"time interval",50
188,"pseudo relevant document",47
188,"pseudo relevant set",47
188,"semantic annotation",40
189,"eye tracking",85
189,"eye tracker",70
189,"user experience",70
189,"dual monitor setup",47
189,"eye tracking tool",47
189,"hd ultimate bundle",47
190,"query suggestion",240
190,"aware diversified query suggestion",80
190,"time point",70
190,"candidate query",60
190,"time aware query suggestion",60
190,"information retrieval",50
190,"time aware",50
190,"query suggestion diversification",47
190,"time aware query",47
190,"hitting time",40
191,"conditional token probability",79
191,"name extraction",75
191,"web page",70
191,"structural feature",50
191,"information extraction task",47
191,"name extraction problem",47
191,"web data extraction",47
192,"converging technology",340
192,"technological convergence",100
192,"high end equipment manufacturing",80
192,"equipment manufacturing industry",63
192,"strategic emerging industry",63
192,"co occurrence matrix",47
192,"quintuple patent family",47
192,"technical structure map",47
192,"identifying and analyzing converging technology",46
192,"cross industry",40
192,"material industry",40
193,"citation context",245
193,"citation context list",79
193,"semantic distance",60
193,"diversification strategy",50
193,"score difference",50
194,"econstor author",90
194,"external identifier",60
194,"authority data",50
194,"leibniz information center",47
194,"zbw leibniz information",47
194,"authority control",40
194,"authority file",40
194,"concept application",40
194,"linked data",40
195,"smart library",425
195,"term smart library",79
195,"knowledge infrastructure",40
195,"library automation",40
195,"meta synthesis",40
195,"stark county district library",40
195,"text analysis",40
196,"author contribution section",63
196,"contribution section",60
196,"role mention",60
196,"author role",50
196,"biomedical publication",50
196,"paper review",50
196,"adapt centre trinity",47
196,"centre trinity college",47
196,"college dublin ireland",47
196,"micro averaged precision",47
196,"trinity college dublin",47
196,"natural language",40
196,"role extractor",40
197,"rough co citation",301
197,"co citation clustering",158
197,"co citation relationship",79
197,"additional citing document",63
197,"scientific paper search",63
197,"distance matrix",50
197,"full text",50
197,"citation clustering technique",47
197,"full text search",47
197,"citing document",40
197,"clustering technique",40
197,"rough co citation relationship",40
197,"source document",40
197,"weak co citation relationship",40
198,"convolutional neural network",47
198,"sentence level comparison",47
198,"sentence level",40
198,"wikipedia article",40
199,"accepted article",70
199,"computer science",60
199,"research article",60
199,"affl max doc",47
199,"auth max cit",47
199,"desk rejected paper",47
199,"citation count",40
199,"premier institution",40
199,"rejected article",40
200,"co authorship network",95
200,"link prediction problem",95
200,"link prediction",90
200,"neighbor weighted",60
200,"data mining",50
200,"knowledge discovery",50
200,"network embedding",50
200,"recommender system",50
200,"national research university",47
200,"machine learning",40
201,"authority record",135
201,"linked data enabling element",80
201,"authority data",70
201,"data element",65
201,"personal name authority record",60
201,"rda based data element",60
201,"pre rda field",47
201,"linked data",40
201,"personal name",40
201,"rda based marc authority",40
202,"precision medicine",50
203,"author name disambiguation",95
203,"content similarity",80
203,"word embedding",80
203,"co author similarity",79
203,"co author evidence",47
203,"publication co author",47
203,"ambiguous author",40
203,"light weight semantic feature",40
203,"publication title",40
204,"digital library",170
204,"problem project based learning",60
204,"claypool publisher",40
204,"content based image retrieval",40
204,"social network",40
204,"virginia tech",40
205,"machine learning",100
205,"deep neural network",95
205,"neural network",80
205,"convolutional neural network",47
205,"method o evaluation",47
205,"o experimental method",47
205,"recurrent neural network",47
205,"digital library",40
205,"evaluation measure",40
206,"eir service",210
206,"academic library",170
206,"university library",150
206,"kwazulu natal",90
206,"strategic initiative",90
206,"north central nigeria",79
206,"sustaining eir service",79
206,"mixed method",60
206,"strategic planning",60
206,"information science",50
206,"information study",50
206,"library service",50
206,"strategic plan",50
206,"academic librarian",40
206,"data collection",40
206,"doctoral consortium",40
206,"higher education",40
206,"ict technical support staff",40
206,"ifla wlic",40
206,"natal pietermaritzburg",40
206,"sustaining eir",40
207,"knowledge management",907
207,"nursing care",344
207,"knowledge management resource",190
207,"nursing care delivery",142
207,"knowledge management system",126
207,"resource based view",126
207,"teaching hospital",125
207,"technical km resource",110
207,"selected teaching hospital",95
207,"social km resource",95
207,"registered nurse",90
207,"human km resource",79
207,"knowledge management tool",79
207,"management system",70
207,"sample size",70
207,"cultural km resource",63
207,"knowledge management effectiveness",63
207,"structural km resource",63
207,"health care",60
207,"health institution",60
207,"kwa zulu",60
207,"nursing practice",60
207,"organizational performance",60
207,"pilot study",60
207,"south africa telephone number",60
207,"competitive advantage",50
207,"information science",50
207,"nursing process",50
207,"patient care",50
207,"qualitative data",50
208,"south africa",300
208,"university teaching hospital",253
208,"medical doctor",230
208,"ict medical doctor",174
208,"communication technology",130
208,"selected university teaching hospital",120
208,"texa usa",110
208,"university teaching",80
208,"health technology assessment",79
208,"delta state",70
208,"teaching hospital",70
208,"healthcare service delivery",63
208,"wilson chukwunedum ochonogor",63
208,"kwazulu natal",60
208,"research question",60
208,"survey research",60
208,"health care",50
208,"information study",50
208,"information technology",50
208,"institutional theory",50
208,"research problem",50
208,"social science",50
208,"jcdl doctoral consortium",47
208,"sustainable development goal",47
208,"mixed method",40
208,"mobile phone delivery vehicle",40
208,"qualitative data",40
208,"sample size",40
209,"e library database",380
209,"academic staff",340
209,"library database",226
209,"electronic library database",126
209,"information science",110
209,"north central nigeria",95
209,"ethnographic study",60
209,"online database",60
209,"social science",60
209,"university library",50
209,"academic subject librarian",47
209,"doctoral consortium",40
209,"library philosophy",40
209,"nigerian university",40
209,"qualitative research",40
209,"research output",40
209,"subject librarian",40
210,"digital preservation",546
210,"digital curation",270
210,"stephen abram",180
210,"digital library",150
210,"jcdl doctoral consortium",142
210,"digital preservation efficacy",95
210,"digital preservation enterprise",79
210,"mixed method research",79
210,"preservation enabled communication",79
210,"preserved digital resource",79
210,"preservation enterprise",70
210,"preserved resource",70
210,"digital information",60
210,"information system",60
210,"conceptual framework",50
210,"human communication",50
210,"preservation management",50
210,"preservation success",50
210,"research program",50
210,"long term preservation",47
210,"archival science",40
210,"contingent and contextualized nature",40
210,"data management",40
210,"digital resource",40
210,"information science",40
210,"open ended time horizon",40
210,"preservation efficacy",40
210,"preservation outcome",40
210,"principal investigator",40
210,"theorizing success",40
211,"research collaboration",190
211,"faculty hiring",120
211,"interdisciplinary research",80
211,"future impact",70
211,"scienti c impact",63
211,"social network analysis",63
211,"citation count",60
211,"faculty member",60
211,"future scienti",60
211,"information science",60
211,"texa usa",60
211,"digital library",50
211,"doctoral consortium",50
211,"future research",50
211,"institutional prestige",50
211,"multidisciplinary institution",50
211,"national academy",50
211,"zhiya zuo",50
211,"carnegie classi cation",47
211,"citation based measure",47
211,"faculty hiring network",47
211,"future research impact",47
211,"academic career",40
211,"hiring decision",40
211,"interdisciplinary collaboration",40
211,"scientific impact",40
212,"formula concept",437
212,"recommender system",334
212,"stem document",320
212,"formula concept discovery",190
212,"formula pattern",130
212,"formula concept recognition",110
212,"mathematical concept",110
212,"mathematical formula",100
212,"wikidata item",90
212,"klein gordon equation",79
212,"named entity recognition",79
212,"research paper recommender",79
212,"wikipedia article",70
212,"mathematical information retrieval",63
212,"paper recommender system",63
212,"defining formula",50
212,"digital library",50
212,"information retrieval",50
212,"recommendation generation",50
212,"semantic web",50
212,"stem discipline",50
212,"formula pattern discovery",47
212,"formula pattern recognition",47
212,"latex source code",47
212,"mathematical formula concept",47
212,"scharpf uni konstanz",47
212,"content based literature exploration",40
212,"content based recommender system",40
212,"formula syntax",40
212,"mathematical argumentation",40
213,"social medium",651
213,"social medium marketing",280
213,"strategic social medium marketing",120
213,"elaboration likelihood model",110
213,"social medium engagement",110
213,"university library",110
213,"social medium marketing framework",100
213,"successful social medium marketing",100
213,"medium marketing",90
213,"user engagement",90
213,"academic library",70
213,"library service",70
213,"undergraduate student",70
213,"social networking site",63
213,"information science",60
213,"social medium platform",47
213,"social medium strategy",47
213,"information study",40
213,"information technology",40
213,"library marketing",40
213,"victoria university",40
214,"experiment model",515
214,"research data",244
214,"data documentation",221
214,"research data management",221
214,"data management",200
214,"research work ow",174
214,"experiment series",170
214,"material science",130
214,"series based experiment model",120
214,"experiment design",110
214,"digital library",100
214,"data documentation process",95
214,"domain expert",80
214,"domain speci",80
214,"xed parameter",80
214,"computer science",70
214,"susanne putze",70
214,"c experiment model",63
214,"comprehensive experiment model",63
214,"data management system",63
214,"experiment model view",63
214,"speci c experiment",63
214,"advanced information system engineering",60
214,"domain model",60
214,"infosy system",60
214,"research question",60
214,"data discovery",50
214,"experimental design",50
214,"metadata standard",50
214,"rainer malaka",50
215,"digital library",366
215,"information seeking behavior",285
215,"information seeking",260
215,"saudi digital library",206
215,"academic library",180
215,"stimulated recall",123
215,"saudi arabia",110
215,"academic digital library",95
215,"cross language information",95
215,"information retrieval system",95
215,"language information seeking",95
215,"cross language",90
215,"information science",90
215,"seeking behavior",80
215,"american library association",63
215,"saudi student studying",63
215,"florida state",60
215,"saudi digital library user",60
215,"electronic library",50
215,"information behavior",50
215,"semi structured interview",47
215,"stimulated recall interview",47
215,"stimulated recall methodology",47
215,"arabic language",40
215,"doctoral consortium",40
215,"graduate student",40
215,"information resource",40
215,"information retrieval",40
215,"library management",40
215,"library website",40
216,"digital curation",160
216,"computer supported cooperative work",140
216,"data curation",130
216,"florida state",100
216,"social identity theory",95
216,"self determination theory",79
216,"activity theory",70
216,"information science",70
216,"knowledge curation work",63
216,"digital library",60
216,"goal setting",60
216,"open collaboration",60
216,"university tallahassee",60
216,"intrinsic motivator",50
216,"record lifecycle",50
216,"talk page",50
216,"teaching assistant",50
216,"qualitative content analysis",47
216,"quantitative content analysis",47
216,"semi structured interview",47
216,"activity system",40
216,"american society",40
216,"content analysis",40
216,"online peer production community",40
216,"scientific research institutional repository",40
216,"similar online production community",40
216,"wikipedia article",40
217,"digital humanity",110
217,"digital library",50
218,"smartphone usage",100
218,"learning disability",90
218,"digital citizenship",60
218,"critical thinking",50
218,"attention deficit hyperactivity",47
218,"deficit hyperactivity disorder",47
218,"inquiry based learning",47
218,"risk taking behavior",47
218,"digital responsibility",40
219,"semantic similarity",360
219,"academic literature",235
219,"recommender system",225
219,"visualization concept",200
219,"plagiarism detection",156
219,"use case",137
219,"semantic feature",130
219,"stem field",130
219,"digital library",120
219,"literature recommendation",110
219,"citation pattern",100
219,"recommended literature",100
219,"semantic similarity measure",95
219,"text based similarity",95
219,"image based similarity",79
219,"information science",70
219,"mathematical formula",70
219,"semantic analysis",70
219,"stem literature",70
219,"content based recommendation",63
219,"pd use case",63
219,"semantically enriched recommendation",63
219,"citation based plagiarism detection",60
219,"doctoral consortium corinna breitinger",60
219,"texa usa",60
219,"information need",50
219,"information retrieval",50
219,"semantic marker",50
219,"independent semantic marker",47
219,"paper recommender system",47
220,"electronic document",265
220,"electronic document archiving",237
220,"set archiving",180
220,"record management",110
220,"archives science study",95
220,"e government system",95
220,"electronic record management",95
220,"dual set archiving",79
220,"sun yat sen",63
220,"yat sen university",63
220,"document single set archiving",60
220,"annual meeting",50
220,"electronic record",50
220,"research project",50
220,"electronic document single set",40
220,"electronic record management system",40
220,"heng hou",40
220,"practical work",40
220,"research question",40
220,"sixth china archives career",40
221,"archive it collection",332
221,"web archive collection",316
221,"old dominion university",174
221,"social card",160
221,"web archives",150
221,"collection understanding",130
221,"seed memento",130
221,"user task",115
221,"improving collection understanding",110
221,"semantic category",100
221,"computer science",80
221,"digital library",80
221,"live web curation platform",80
221,"natural language processing",79
221,"topic modeling",70
221,"representative memento",60
221,"seed uri",60
221,"semantic type",60
221,"web page",60
221,"dominion university",55
221,"old dominion",55
221,"path depth",50
221,"web archiving",50
221,"yasmin alnoamany",50
221,"boston marathon bombing",47
221,"good information scent",47
221,"individual memento visualization",47
221,"many user task",47
221,"memento mediawiki extension",47
221,"world wide web",47
222,"social medium",410
222,"micro collection",290
222,"dougla high school shooting",180
222,"archive it collection",174
222,"collection building",140
222,"twitter moment",110
222,"archived collection",100
222,"web archive collection",95
222,"ebola virus",90
222,"research effort",90
222,"stoneman dougla",90
222,"computer science",80
222,"internet archive",80
222,"seed collection",80
222,"bootstrapping web archive",79
222,"flint water crisis",79
222,"old dominion university",79
222,"user generated collection",79
222,"generating seed",70
222,"news storey",70
222,"search engine",70
222,"various topic",70
222,"collection building process",63
222,"local memory project",63
222,"michael l nelson",63
222,"bootstrapping web archive collection",60
222,"collection characterization",60
222,"ron fonger",60
222,"web archive",55
222,"brief test",50
223,"archived web page",840
223,"xity information",827
223,"web page",525
223,"web archives",366
223,"archived web",285
223,"archived page",260
223,"archived resource",230
223,"hash value",160
223,"archived content",120
223,"generating xity information",110
223,"repeatable xity information",110
223,"web archiving",100
223,"data model",95
223,"multiple archives",90
223,"trusty uri",90
223,"generate xity",80
223,"http response header",79
223,"archived xity information",63
223,"establishing and verifying",63
223,"published xity information",63
223,"technical report arxiv",63
223,"di erent hash value",60
223,"digital library",60
223,"embedded resource",60
223,"verifying fixity",60
223,"web archive",60
223,"malicious change",55
223,"computer science",50
223,"internet archive",50
223,"memento protocol",50
224,"social network",120
224,"computer science",100
224,"social medium",90
224,"twitter profile",90
224,"entity resolution",80
224,"linkedin profile",70
224,"gold standard dataset",63
224,"science old dominion university",60
224,"twitter account",55
224,"official twitter account",47
224,"old dominion university",47
224,"social medium profile",47
224,"dear jcdl doctoral consortium member",46
224,"community analysis",40
224,"contact information",40
224,"feature selection",40
224,"matching algorithm",40
224,"search engine",40
224,"social graph community analysis",40
224,"social medium profile data",40
224,"social profile",40
224,"user profile",40
225,"level novelty detection",412
225,"document level novelty",348
225,"peer review",180
225,"natural language processing",174
225,"computer science",150
225,"novelty detection",150
225,"research article",130
225,"target document",130
225,"natural language inference",126
225,"academic peer review system",120
225,"level novelty",103
225,"scientific article",100
225,"source document",100
225,"natural language",95
225,"artificial intelligence",90
225,"information retrieval",90
225,"tirthankar ghosal",90
225,"accepted article",80
225,"argumentation mining",80
225,"quality prediction",80
225,"scope detection",80
225,"peer review system",79
225,"sentence level novelty",79
225,"asif ekbal",70
225,"iit patna",70
225,"author editor reviewer",63
225,"editor reviewer interaction",63
225,"nucleic acid research",63
225,"desk rejection",60
225,"textual entailment",60
226,"utah valley university",158
226,"carl eric scott",63
226,"negotiated text network",63
226,"engaged learning",60
226,"quill project",50
226,"software platform",50
226,"alfie abdul rahman",47
226,"valley university utah",47
226,"Nichola cole",40
226,"rodney smith",40
226,"samuel corry",40
